UID,m199005,m199006,m199007,m199008,m199009,m199010,m199105,m199106,m199107,m199108,m199109,m199110,m199205,m199206,m199207,m199208,m199209,m199210,m199305,m199306,m199307,m199308,m199309,m199310,m199405,m199406,m199407,m199408,m199409,m199410,m199505,m199506,m199507,m199508,m199509,m199510,m199605,m199606,m199607,m199608,m199609,m199610,m199705,m199706,m199707,m199708,m199709,m199710,m199805,m199806,m199807,m199808,m199809,m199810,m199905,m199906,m199907,m199908,m199909,m199910,m200005,m200006,m200007,m200008,m200009,m200010,m200105,m200106,m200107,m200108,m200109,m200110,m200205,m200206,m200207,m200208,m200209,m200210,m200305,m200306,m200307,m200308,m200309,m200310,m200405,m200406,m200407,m200408,m200409,m200410,m200505,m200506,m200507,m200508,m200509,m200510,m200605,m200606,m200607,m200608,m200609,m200610,m200705,m200706,m200707,m200708,m200709,m200710,m200805,m200806,m200807,m200808,m200809,m200810,m200905,m200906,m200907,m200908,m200909,m200910,m201005,m201006,m201007,m201008,m201009,m201010,m201105,m201106,m201107,m201108,m201109,m201110,m201205,m201206,m201207,m201208,m201209,m201210,m201305,m201306,m201307,m201308,m201309,m201310,m201405,m201406,m201407,m201408,m201409,m201410,m201505,m201506,m201507,m201508,m201509,m201510,m201605,m201606,m201607,m201608,m201609,m201610,m201705,m201706,m201707,m201708,m201709,m201710
34018600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119.83,1119.65,1119.28,1118.91,1118.856667,1118.98,1119.985,1119.84,1119.99,1119.883333,1119.954,1119.94,1120.07,1120.04,1120.11,1119.65,NA,NA,1119.445,1120.088,1119.73,1119.495,1119.57,1119.815,1119.756,1120.095,1119.585,1119.31,1119.78,1119.945,1120.056,1119.575,1119.188,1118.96,1118.94,1118.92,1119.872,1119.565,1119.266,NA,1119.08,1119.376,1120.005,1119.754,1119.33,NA,NA,NA,1119.64,1119.3,1118.985,1119.385,1119.5,NA,1119.83,1119.908,1119.82,1119.72,1120.22,1119.955,1120.176667,1120.145,1120.265,1119.84,1119.53,1119.336667,1119.94,1120.03,1119.615,1119.16,1118.915,NA,1119.83,1119.933333,1119.766667,1119.2,NA,NA,1120.21,1120.765,1119.65,1119.443333,1119.96,1119.63,1119.98,1119.86,1119.47,1119.626667,1119.61,1119.34,1119.725,1119.945,1119.825,1120.678,1119.755,1120.07,1119.983333,1119.773333,1119.61,NA,NA,1120.063333
34019200,NA,NA,1162.26,1162,NA,NA,1162.578,1162.755,1162.675,1162.77,1163.14,1163.26,1164.874286,1165.06,1165.426667,1165.317143,1165.49,1165.233333,1166.17,1166.235,1166.439167,1166.54,1166.38,1166,1166.106667,1165.835,1165.52,1165.28,NA,1165.18,1165.905,1165.845,1165.894,1165.564,1165.62,NA,1165.596,1165.73,1165.3,1165.121429,1164.78,1164.6,1165.34,1165.17,1165.77,1165.51,NA,1165.25,NA,1165.26,NA,1165.03,NA,1164.66,1164.988,1164.965,1164.86,1164.5,1164.363333,1164.22,1164.218,NA,1164.028333,1163.645,1163.57,1163.336667,1164.77,1165.09,NA,NA,NA,1164.31,NA,1165.38,NA,1165.153333,1165.118,1165.1675,1165.2275,1165.375,1165.846,1165.221667,1165.22,1164.5675,1164.685,1165.1275,1164.9925,1164.66,1164.636667,1164.62,1165.115,1165.353333,1165.115,1164.615,1164.9275,1165.27,1165.449,1165.08,1164.63,1164.32,1164.2225,1164.26,1165,1164.7,1164.328333,1164.05,1163.862857,1164.075,1164.626,1164.6875,1164.4375,1164.08,1163.9,1163.925,1164.625,1164.35,1164.13,1164.13,1164,1164.1,1165.385,1165.4,1165.368333,1165.326667,1165.46,1165.4725,1165.99,1166,1166.065,1166.015,1165.515,1165.215,1165.185,1165.21,1165.02,1164.66,1164.3,1163.96,1164.7475,1164.983333,1164.925,1164.62,1164.3375,1164.4625,1165.295,1165.8,1165.7625,1165.5,1165.455,1165.32,1165.29,1165.2875,1165.006,1164.946,1164.775,1164.55,1164.8425,1164.8575,1164.8225,1165.376,1165.41,1165.4475,1165.6525,1165.615,1165.64,1165.6525,1165.69,1165.89
34019300,NA,1139.15,NA,1138.8,NA,NA,1139.74,NA,NA,1140.04,1140.49,NA,NA,1141.31,NA,NA,NA,NA,1142.07,NA,1142.88,NA,NA,1143.515,1141.96,NA,1142.65,NA,NA,NA,1141.7,NA,NA,1141.66,NA,NA,NA,1141.73,NA,1141.64,NA,NA,NA,NA,1142.04,NA,NA,1141.23,NA,1141.48,NA,1141.36,NA,1141.08,1141.51,NA,1141.68,NA,NA,1141.21,1141.13,1141.106667,1141.095,1141.003333,1140.343333,1140.16,1141.813333,1141.766,1141.41125,1140.995,1140.78,1140.664,1141.532,1141.7275,1141.793333,1141.832,1141.855,1141.6075,1142.022857,1142.15125,1142.516,1142.216667,1141.793333,1141.445,1141.68,1142.045714,1142.038,1141.748333,1141.758333,1141.705,1142.214,1142.61,1142.408571,1142.098333,1142.4,1142.521667,1141.896667,1141.68,1141.325556,1141.015,1140.86625,1140.808,1141.624,1141.396667,1141.030833,1140.778571,1140.671667,1140.89,1141.5025,1141.455,1141.188,1140.785,1140.56,1140.65,1141.396667,1141.0625,1140.795,1140.864,1140.776,1140.962,1142.11,1142.161667,1142.228333,1142.196667,1142.288,1142.04,NA,1143.85,1144.0625,1144.275,1144.13,1143.182,1141.85,1141.99,1142.0375,1142.58,1141.16,1140.8,1141.66,1141.92,1141.81,1141.44,1141.323333,1141.375,1142,1142.456667,1142.836,1142.735,1142.95,1141.68,1141.875,1142.0525,1141.89,1141.82,1141.7775,1141.39,1141.51,1141.606,1141.696667,1142.63,1142.346667,1141.82,1141.786667,1141.765,1141.6,1141.923333,1142.133333,1142.48
34019600,1126.015,1126.983333,1127.46,1127.59,1127.948,1127.79,1128.02,1127.988,1127.83,1127.822,1128.112,1127.81,NA,1128.816667,1128.641667,1128.404,1128.391667,1128.2,1127.944,1127.997778,1127.931111,1128.1,1127.89,1127.99,1127.892,1127.663333,1127.576,1127.336,1127.344,1127.38,1127.815714,1127.646667,1127.71,1127.643333,1127.535,1127.944,1128.13,1127.804,1127.56,1127.56,1127.355,1127.38,NA,NA,1128,1127.83,1127.595,1127.5,1127.864,1127.86,1127.86,1127.524,1127.326667,1127.24,1127.93,1127.841429,1127.775,1127.68,1127.555,1127.39,1127.558,1127.64,1127.728,1127.493333,1127.12,1126.91,1127.782,1127.71,1127.52,1127.096667,1126.826,1126.695,1127.805,1127.72,1127.64,1127.716,1127.716,1127.96,1127.87,1127.94,1127.89,1127.406,1127.094,1126.9025,1127.285,1127.8,1127.61,1127.385,1127.482,1127.483333,1127.68,1127.81,1127.486667,1127.215,1127.56,1127.744,1127.84,1127.58,1127.323333,1127.01,1126.99,1126.876667,1127.685,1127.475,1127.185,NA,NA,NA,1128.35,1128,1127.75,1127.45,1127.3,NA,1127.75,1127.55,NA,NA,1127.6,NA,NA,NA,NA,NA,NA,NA,NA,1127.9,1127.856,1127.54,1127.316667,1127.125,1127.924286,1127.905,1127.533333,1127.222,1126.843333,1126.545,1128.798,1129.039167,1128.78,1128.468571,1128.296667,1128.435,1128.224,1128.352143,1127.76,1127.71,1127.888,1127.646667,1127.888571,1127.91625,1127.672857,1127.742857,1127.648,1127.52,1127.826,1127.902,1127.8825,1128.127778,1127.77,1127.875,1127.88,1127.892,1127.76,1127.8575,1127.935,1128
34020600,1188.24,NA,1188.16,1187.86,NA,NA,1188.5675,1188.926667,1189.156667,1189.413333,1191.484375,1192.645,1191.886667,1191.362,1191.6575,1191.003333,1190.81,NA,1191.863125,1191.575,1191.996154,1191.562,1191.78,1190.71,1191.648889,1191.068333,1191.031111,1190.776,1190.645,1190.62,1191.09,1191.0425,1191.28875,1191.06,1190.853333,1191.16,1191.11,1190.906667,1190.6475,1190.458,1190.33,NA,NA,1190.828,1191.85625,1191.3,1190.825,1190.575,1190.75,1190.712,1191.236667,1190.63,1190.33,1190.254,1190.915,1190.8825,1190.738,1190.615,1190.45,1190.265,1190.424286,1190.3325,1190.401429,1190.202,1189.8525,1189.623333,1191.49,1190.8925,1190.575,1190.156667,1189.9,1189.703333,1190.733333,1190.61875,1190.742,1190.875,1190.72,1190.475,1190.86125,1190.78875,1190.866667,1190.396667,1189.99,1189.77,1190.48,1191.21875,1191.196667,1190.91,1190.956667,NA,1190.865,1190.986667,1190.696,1190.19,1190.78,1190.82,1190.956,1190.49,1190.198,1189.89,1189.71,1189.79,1190.48,1190.272,1189.91375,1189.62,1189.43,1189.53,1190.118333,1190.47,1190.26,1189.97,1189.72,1189.78,1190.523333,1190.43,1190.28,1190.145,1190.07,NA,1190.76,1190.62,1190.558,1190.305,1190.335,NA,1191.405,1191.11,1191.221429,1191.054,NA,NA,1190.366,1190.60375,1190.41,1190.145,1189.85,1189.31,1190.1125,1190.416,1190.29,1189.825,1189.606667,1189.6,1190.89,1192.11,1191.211111,1190.006667,1189.96,NA,1190.684286,1190.75,1190.55,1190.41,1190.278,1190.13,1190.72,1190.638,1190.904286,1191.132,1190.745,1190.81,1190.903333,1190.815,1190.64,1190.7,1190.743333,NA
34021700,1118.05,1118.5,1118.205,1117.93,1118.18,NA,1118.32,1118.48,1119.4,1119.303333,1121.230714,1121.34,NA,1121.2125,1121.43,1121.29,1121.056667,1120.836667,1120.21,NA,1121.955385,1121.8525,1121.4875,1119.65,1120.702857,1120.155,1119.8325,1119.7,NA,1119.66,1120.085,1120.09,1120.13,1120.15,1119.96,1120.195,1120.26,1119.775,1120.11,1119.896667,1119.954,NA,1120.304375,1120.06,1120.846429,1120.49,1120.02,1119.6875,1120.113333,1120.164,1120.289091,1119.834,1119.745,1119.383333,1120.02,1120.3,1119.8625,1119.956667,1119.84,1119.075,1119.556667,NA,1119.7875,1119.71,1119.2725,1119.015,1120.971667,1120.006667,NA,1119.58,1119.34,1118.885,1120.065,1120.0925,1120.06,1120.433333,1120.317,1120.1375,1120.12,1120.24875,1120.441667,1119.91,1119.66,1119.155,1119.89,1120.092857,1120.158333,1119.97,1120.0825,1120.103333,1120.548,1120.766154,1120.24,1120.01,1120.28125,1120.236364,1120.301667,1119.986667,1119.732,1119.47,NA,NA,1119.3475,1119.3,1118.912,1118.623333,1118.438,1118.546667,1119.887143,1120.042,1119.808,1119.503333,1119.295,1119.29,1120.1975,1119.96,1119.694,1119.693,1119.673333,1119.7325,1120.38,1120.302,1120.2225,1120,NA,NA,1122.066667,1121.729,1121.972308,1122.26125,1121.52125,1121.02,1120.305,1120.3525,1120.18,1119.79,1119.325,1118.986667,1120.086,1120.263333,1120.04,1119.806667,1119.593333,1119.603333,1120.578333,1121.67,1121.578889,1120.80375,1120.356,1120.16,1120.381429,1120.62,1120.354286,1120.134286,1119.968333,1119.72,1120.084,1120.16,1120.416,1120.1525,1119.343333,1119.27125,1120.336,1120.26,1120.06,1120.3,1120.1,1120.42
34021800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114.053333,1114.035,1114.14,1113.886,1113.67,1113.54,1117.096667,1116.576,1116.334,1115.69,1115.504,1115.42,1116.0025,1116.081667,1116.1725,1116.5025,1116.436,1116.0525,1116.03,1116.168,1116.674,1115.9025,1115.528,1115.41,1116.192,1116.405,1116.66,1116.06,1116.1075,1116.04,1116.152,1116.7875,1116.485,1116.096,1116.2575,1116.242,1116.166,1115.8475,1115.622,1115.355,1115.47,1115.4625,1116.114,1116.04,1115.684,1115.46,1115.4625,1115.684,1116.4225,1116.38,1116.075,1115.86,1115.716,1115.825,1116.28,1115.994,1115.72,1115.7,1115.5875,1115.9075,1117.211667,1117.0525,1117.0675,1116.788,1116.935,1116.42,1117.288,1116.905,1117.2425,1117.276,1116.4925,1116.178,1116.46,1116.4425,1116.15,1115.8925,1115.555,1115.298,1116.485,1116.665,1116.42,1116.1225,1115.936,1115.995,1116.768,1117.11,NA,NA,NA,NA,1116.6275,1116.61,1116.4575,1116.472,1116.3875,1116.24,1116.608,1116.655,1116.96,1117.04,1116.98,1116.92,1116.986,1116.895,1117.028,1117.0525,1116.99,1116.866
34022400,NA,NA,1195.69,1195.31,NA,NA,1196.66,NA,NA,1197.12,1197.9,NA,NA,1197.34,NA,NA,NA,NA,1197.58,NA,1197.49,NA,NA,1197.14,NA,NA,1197.38,NA,NA,NA,1197.38,NA,1197.3,NA,NA,NA,NA,1197.26875,1197.051538,1196.9265,1196.71,1196.64,1197.311111,1197.015556,1197.71,1197.267778,1197.04,1196.881111,1197.055,1197.205,1197.275,1196.938333,1196.72,1196.73,1197.29,NA,1197.26,NA,NA,1196.84,1196.92,NA,1196.94,1196.79,NA,NA,1197.72,1197.452857,1197.036,1196.8,1196.52,1196.46,1197.3,1197.466667,1197.434,1197.58,1197.46,1197.1,1197.36,1197.203333,1197.303333,NA,NA,1196.41,1197.24,1197.625,1197.3,NA,NA,NA,1197.29,1197.378333,1197.045,1196.793333,1197.3,1197.42,1197.6,NA,NA,NA,NA,NA,1197.005,1196.9675,1196.4975,1196.222,1196.05,NA,1196.956667,1197.2,1196.906667,1196.58,1196.455,1196.51,1197.13,1197.02,1196.715,1196.673333,NA,NA,1197.34,1197.27,1197.31,NA,NA,NA,1197.7,1197.476,1197.666,1197.403333,1196.936667,NA,1197.0675,1197.025,1196.923333,1196.57,NA,NA,1197.065,1197.156667,1196.89,NA,NA,NA,1196.473333,1197.191667,1196.81,NA,NA,NA,1197.125,1197.25,1197.06,1196.9075,1196.805,NA,1196.594,1196.785,1196.886,1196.718,1196.6625,1196.615,NA,NA,1197.16,1197.516667,1197.43,NA
34024600,NA,NA,1135.35,1135,NA,NA,1136.06,NA,NA,1136.75,1137.36,NA,NA,1138.06,NA,NA,NA,NA,1138.64,NA,1138.74,NA,NA,1138.4,NA,NA,1137.5,NA,NA,NA,1138.07,NA,1137.83,NA,NA,NA,NA,1138.18,NA,1137.77,NA,NA,NA,NA,1138.4,NA,NA,1137.67,NA,1137.6,NA,1137.43,NA,1137.13,1137.6,NA,1137.66,NA,NA,1137.03,1137.25,NA,1137.12,1137.39,NA,NA,1138.22,1137.515,NA,NA,NA,1136.46,NA,1138.25,1137.87,NA,NA,1138.13,1138.21,1138.245,NA,NA,NA,1137.45,NA,1137.643333,1137.61,1137.08,NA,NA,NA,1137.88,NA,NA,NA,NA,1138.11,NA,NA,NA,NA,NA,NA,1136.91,1136.48,NA,1136.4,NA,NA,1136.1,1136.146,1136.28,1136.13,1136.14,1137.166667,1136.59,1133.92,1135.03,1136.178,1136.316667,NA,1138.09,1137.97,1137.8,1137.99,1138.096667,NA,NA,NA,NA,NA,NA,1137.786667,1137.7925,1137.36,1137.025,1136.513333,1136.215,1137.07,1137.43,1137.56,1137.19,1136.94,1136.8625,1137.156667,1137.805,1138.18,1137.303333,1137.243333,1136.85,1137.145,1137.5175,1137.1,1136.87,1136.656667,1136.465,1136.675,1136.723333,1136.814,1137.503333,1137.382,1137.15,1137.645,1137.315,1136.9,1137.156667,1137.17,1137.356667
34025100,NA,NA,1195.67,1195.3,NA,NA,1196.61,NA,NA,1197.14,1198.25,NA,NA,1197.41,NA,NA,NA,NA,1197.76,NA,1197.56,NA,NA,1197.22,1197.948,1197.23,1197.49,1197.16,1197.205,1197.1,1197.406667,1197.235,1197.45125,1197.282,1197.198,1197.595,1197.73,1197.466667,1197.23,1197.068333,1196.875,1196.8075,1197.618889,1197.432,1198.326667,1197.6625,1197.401429,1197.073333,1197.356,1197.701,1197.764,1197.206667,1197.02,1196.885,1197.576667,1197.586,1197.395,1197.41,1197.18,1197.023333,1197.088,1197.094,1197.1575,1196.982,1196.682,NA,1197.962,1197.624286,1197.242,1196.955,1196.762,1196.46,1197.438,1197.407143,1197.436,1197.614,1197.295,1197.233333,1197.551667,1197.416667,1197.865,1197.15,1196.855,1196.505,1197.154286,1197.66,1197.475,1197.175,1197.265,1197.31,1197.52,1197.764,1197.496667,1197.285,1197.722,1197.863333,1197.622,1197.208,1196.9,1196.615,1196.604,1196.58,NA,1197.143333,1196.666,1196.423333,1196.188,1196.366667,1197.174,1197.375,1197.065,1196.762,1196.56,1196.623333,1197.32,1197.02,1196.748,1196.655,1196.535,1196.675,1197.55,1197.52,1197.496667,1197.275,1197.405,1197.386667,1197.975,1197.814,1197.898,1197.686,1197.19,1196.983333,1197.17,1197.322,1197.16,1196.878,1196.465,1196.196667,1197.236,1197.32,1196.833333,1196.535,1196.296,1196.326667,1197.696,1198.66,1198,1197.588,1197.605,1197.41,1197.37,1197.475,1197.235,1197.13,1197.045,1196.83,1197.36,1197.41,1197.782857,1197.872,1197.588,NA,1197.685,1197.5,1197.395,1197.425,1197.536,1198.14
34028300,NA,NA,NA,1121.66,NA,NA,1122.35,NA,NA,1122.42,1122.54,NA,NA,1122.41,NA,NA,NA,NA,1122.44,NA,1122.79,NA,NA,1122.52,NA,NA,1122.3,NA,NA,NA,1122.32,NA,1122.13,NA,NA,NA,NA,1122.34,NA,1122.11,NA,NA,NA,NA,1122.62,NA,NA,1122.04,NA,1122.23,NA,1122.03,NA,1122.85,1122.18,NA,1122.05,NA,NA,1121.49,1121.87,NA,1121.8,NA,NA,NA,1122.35,1122.2675,1121.99,1121.762,1121.563333,1121.52,NA,1122.27,1122.13,NA,NA,1122.09,1122.36,1122.385,NA,NA,NA,1121.66,1121.923333,1122.27,1122.091,1121.89,1121.9275,NA,1122.088,1122.228,1122.0825,1121.9275,1122.09,1122.1175,1122.33,1122.055,1121.89,1121.78,1121.73,NA,1122.4,1122.3375,1122.0375,1122,1121.72,NA,1122.41,1122.31,1122.193333,1121.91,1122.11,1122.01,1122.2675,1122.1675,1122.03,1122.0925,1121.9425,1122.205,1122.67,1122.903333,1122.73,1122.986667,NA,NA,NA,NA,NA,NA,NA,NA,1122.52,1122.6075,1122.386667,1122.203333,1121.995,NA,1122.2175,1122.51,1122.393333,1122.2475,1122.14,1122.176667,1122.545,1123.095,1123.12,1122.72,1122.645,NA,1122.39,1122.4,1122.323333,1122.29,NA,NA,1122.194,1122.235,1122.3,1122.955833,1122.71,NA,1122.69,1122.65,1122.5025,1122.78,NA,NA
34033600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235.23,1234.85,NA,1234.52,1234.01,1233.75,1235.54,1235.16,1234.65,1234.52,1234.34,1234.24,1235.06,1235.275,1234.886667,1234.51,1234.25,1234.27,1235.24,NA,1236.335,NA,NA,NA,NA,NA,NA,1235.52,1235.2,NA,1235.24,1235.225,1235.93,1235.905,1236.073333,1236,1236.33,1235.97,1235.785,NA,NA,NA
34034700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211.04,1211.016,1211,1211.005,1211.67,1211.75,1211.774,1211.59,1211.816667,1212.22,1213.235,1213.155,1213.244,1212.963333,1213.002,1212.913333,NA,1211.438,1211.156667,1210.816667,1210.705,1210.97,1211.2,1211.363333,1211.23,1210.795,1210.695,1210.795,1212.11,1212.036667,1212.04,1211.74,1211.49,1211.59,NA,NA,NA,NA,NA,NA,NA,1213.22,NA,1212.66,1212.25,1212.14,1211.69,1211.255,1210.85,1210.64,1210.39,1210.25,1211.24,1211.27,1210.926667,1210.58,1210.345,1210.41,1211.5,1211.92,1211.985,NA,NA,NA,NA,NA,NA,1210.61,1211.05,1207.92,1210.8875,1211.1925,1211.232,1211.48,NA,NA,1212.42,1212.2375,1211.956,1211.6475,1211.668,1211.8225
34039000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195.993333,1197.113333,1197.326667,1197.273333,1196.86,1196.34,1196.24,1196.96,1196.7875,1196.83,1196.92,1196.92,1196.54,1197.428,1197.86,1197.775,1197.35,1197.13,1196.9,1197.656,1197.76,1197.665,1197.435,1197.64,1197.65,1197.35,1197.444,1197.14,1196.765,1197.305,1197.46,1197.25,1196.88,1196.65,1196.39,1196.57,1196.56,NA,1197.07,NA,NA,NA,NA,1197.52,1197.45,1197.025,1196.705,1196.595,1196.72,1197.315,1197.072,1196.79,1196.74,1196.66,1197.04,1197.618,1197.525,1197.415,1197.256,1197.465,1197.492,1197.488,1197.31,1197.45,1197.632,1197.345,1197.212,1197.41,1197.265,1196.958,1196.655,1196.245,1195.312,1197.35,1197.36,1197.154,1196.84,1196.61,1196.845,1197.334,1197.244,1196.85,1196.665,1196.828,1196.79,1197.195,1197.168,1196.95,1197.008,1196.955,1196.9,1197.422,1197.395,1197.56,1197.536667,1197.5,1197.434,1197.428,1197.295,1197.328,1197.392,1197.345,NA
36001800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1402.24,1402.82,1402.99,1402.46,1402.44,NA,1402,1402.82,1402.74,1402.65,NA,NA,1403.22,NA,NA,NA,NA,NA,1402.42,NA,NA,NA,NA,NA,1402.61,NA,NA,NA,NA,NA,1402.07,NA,NA,NA,NA,NA,1403.35,NA,NA,NA,NA,NA,1403.7,NA,NA,NA,NA,NA,1403.25,NA,NA,NA,NA,NA,1403.59,NA,NA,NA,NA,NA,1403.29,NA,NA,NA,NA,NA,1403.73,NA,NA,NA,NA,NA,1403.31,NA,NA,NA,NA,NA,1401.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38004700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688.16,NA,1687.375,1687.166667,NA,NA,1687.685,1687,1686.92,1686.66,1686.65,1686.956667,1687.92,1687.555,1687.598462,1687.06,1686.72,NA,1687.64,NA,NA,1686.84,1686.78,NA,1687.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688.53,1687.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688.86,NA,NA,NA,NA,1688.357,1688.32,1688.132,1687.76,1687.593333,1687.82,1688.853333,1688.036667,1687.74,1687.59,1687.3,1687.33,1688.056667,1688.295,1688.198,1687.87,1688.015,1688.805,1688.99,1688.06,1687.82,1687.726667,1687.633333,1688.1,1688.4275,1688.16,1688.11,1687.78,1687.45,NA,1688.3,NA,1688.12,1687.99,1687.805,1687.63,1688.6,1688.56,1688.536,1688.35,1687.935,1687.7,1688.66,1688.762,1688.61,1688.065,1687.595,1687.65,NA,1688.713333,1688.735714,1688.11,NA,NA,1688.7,1688.342,1688.1825,1687.732,NA,1687.7,1687.98,1688.18,1687.864,1687.66,1687.86,1687.86,1688.58,1688.9,1688.59,1687.775,1687.81,NA,1688.52,1688.336667,1688.1825,1687.811667,1689.345,1688.32
38077900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385.81,1385.906667,1385.905,1385.906667,1385.546667,1385.46,1385.88,NA,NA,1385.57,NA,NA,1385.755,1385.7175,1385.696667,1385.614,1385.646667,NA,1385.76,1385.74,1385.6725,1385.658,1385.713333,NA,1385.66,1385.93,1385.5025,1385.5725,1385.52,1385.58,1385.646667,1385.58,1385.583333,1385.693333,1385.63,1385.83,1385.93,1385.733333,1385.824,1385.6975,1385.813333,1385.91,1385.763333,1385.805,1385.743333,1385.746667,1385.763333,NA,1386.113333,1385.875,1385.8125,1385.906667,1385.65,1385.85,1385.803333,1385.8175,1385.83,1385.713333,1385.83,1385.73,1385.603333,1385.613333,1385.686667,1385.6375,1385.68,1385.63,1385.666667,1385.695,1385.625,1385.55,1385.416667,NA,1385.725,1385.6725,1385.585,1385.36,1385.31,1385.26,1386.035,1385.7975,1385.603333,1385.493333,1385.2475,1385.36,1385.656667,1385.815,1384.855,1384.843333,1384.835,1384.84,1385.98,1385.975,1385.695,1385.383333,1385.325,1385.25,1385.87,1385.8525,1385.675,1385.468,1385.3325,1385.37,1385.798,1385.76,1385.5975,1385.393333,1385.2475,1385.185,1385.7125,1385.714,1385.59,1385.35,1385.05,1385.125,1385.728,1386.04,1385.655,1385.3925,1385.28,1385.28,1386.3,1386.0425,1385.848,1385.715,1385.325,1385.493333,1386.331667,1385.95,1385.585,1385.335,1385.23,1385.21,1385.87,1385.91,1385.635,1385.3975,1385.26,1385.21,1385.815,1385.7775,1385.59,1385.49,1385.406667,1385.323333,1386.09,NA,NA,NA,NA,NA
40000200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.1,1000.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000.58,1002.666667,1001.35,1000.46,NA,999.25,999.57,999.8333333,999.84,1000.18,1000.23,999.595,999.78,1000.205,1001.063333,1001.08,1002.26,1001.08,1000.18,NA,1000.38,999.77,999.68,999.93
