,X,lakeid,m199005,m199006,m199007,m199008,m199009,m199010,m199105,m199106,m199107,m199108,m199109,m199110,m199205,m199206,m199207,m199208,m199209,m199210,m199305,m199306,m199307,m199308,m199309,m199310,m199405,m199406,m199407,m199408,m199409,m199410,m199505,m199506,m199507,m199508,m199509,m199510,m199605,m199606,m199607,m199608,m199609,m199610,m199705,m199706,m199707,m199708,m199709,m199710,m199805,m199806,m199807,m199808,m199809,m199810,m199905,m199906,m199907,m199908,m199909,m199910,m200005,m200006,m200007,m200008,m200009,m200010,m200105,m200106,m200107,m200108,m200109,m200110,m200205,m200206,m200207,m200208,m200209,m200210,m200305,m200306,m200307,m200308,m200309,m200310,m200405,m200406,m200407,m200408,m200409,m200410,m200505,m200506,m200507,m200508,m200509,m200510,m200605,m200606,m200607,m200608,m200609,m200610,m200705,m200706,m200707,m200708,m200709,m200710,m200805,m200806,m200807,m200808,m200809,m200810,m200905,m200906,m200907,m200908,m200909,m200910,m201005,m201006,m201007,m201008,m201009,m201010,m201105,m201106,m201107,m201108,m201109,m201110,m201205,m201206,m201207,m201208,m201209,m201210,m201305,m201306,m201307,m201308,m201309,m201310,m201405,m201406,m201407,m201408,m201409,m201410,m201505,m201506,m201507,m201508,m201509,m201510,m201605,m201606,m201607,m201608,m201609,m201610,m201705,m201706,m201707,m201708,m201709,m201710,lakeid
428,120020292,13003100,3.614320654,7.635568429,4.749660799,4.41154645,1.903102503,2.206686133,7.911011162,4.155468325,6.423724055,2.8262061,7.568472443,1.796888287,1.540789862,3.064128563,4.625142722,2.806281344,3.297463438,1.969570172,4.669637752,6.789346804,4.422110844,5.569308525,2.270283584,1.25359427,1.835973079,3.105242044,6.582324895,3.582603857,4.764373521,3.843696149,3.073154993,3.732154339,4.872141702,7.802277609,2.177580317,4.534567586,3.405004802,3.936967584,2.838787592,2.038077278,2.145665757,3.750723772,1.608737084,3.820161776,8.671364504,4.619554304,2.646008036,1.936510824,4.023668635,4.26383703,2.51737118,6.12366581,1.715573624,2.727397096,5.050710717,4.767720574,5.131115768,4.042893884,2.305459054,1.022873536,3.066302928,4.253467467,4.966981381,2.441822016,1.659853823,1.174615357,4.192322965,4.358827681,2.251176739,3.638408722,2.432637879,1.49980828,3.289191471,6.798111167,5.472378716,6.913048632,6.363924478,5.333487977,6.226591772,4.295071543,3.874503088,1.352953384,2.810225478,1.387757822,7.03603579,2.863887032,3.274781521,2.697046192,4.638877452,3.907799888,2.965957403,5.085372872,2.047599117,2.954190057,4.858374103,5.497138458,2.474941422,3.78946012,1.492664395,6.117213411,2.962721123,0.833707395,3.645375035,1.85485357,2.266013666,4.928499336,5.32918954,5.582218589,3.360616745,3.536751792,3.773375107,2.158180813,2.554799235,2.265629325,0.92276277,2.641316506,2.093710802,4.788291344,0.768350574,5.793406829,3.143640808,6.269424847,4.581219055,6.075245898,6.390352395,1.412867532,4.653444017,3.633250849,6.658313738,3.617025893,1.019629978,0.787097707,9.218333643,3.673353901,4.240333055,1.528614804,0.407866323,1.111168147,4.302011994,6.132712001,2.684818202,1.059684067,2.285331704,3.656249436,4.509849974,7.796457983,1.795807412,4.101149989,3.276657843,1.346777341,4.812775811,3.882878724,5.9437873,4.701485988,4.705153267,3.389785538,2.248533945,3.524515683,6.681450089,7.286275372,4.674295209,2.812190719,4.802332778,3.835582056,2.919032508,6.011047146,2.031334478,3.827135613,13003100
429,120018899,31062400,1.072340079,4.502989408,2.164789212,1.866132907,1.800418376,3.449311035,3.449196108,2.91195361,3.575573775,3.01601612,5.20234202,1.409115356,1.043607646,3.664456378,4.737504025,5.231544904,2.689590912,0.521457108,3.396816935,4.499509406,7.976401079,4.512278336,2.233531373,0.732577759,1.904348946,9.149278507,3.492291293,1.921782515,2.673414311,3.168810738,2.357887553,1.39783753,7.930888602,5.697515484,3.163644734,4.072303701,1.749427516,3.892340209,6.016988979,1.710462177,4.200969775,3.674245635,1.986663766,5.175964649,4.88417012,1.986185304,2.765380448,2.496769195,3.962634474,5.751611714,2.342089177,1.864106335,2.491154145,3.710896727,6.201107526,4.844716232,9.766271871,5.115812081,3.853680203,1.369189872,3.519447434,4.683064536,2.51289702,4.843439425,2.266548075,2.62668388,4.184671049,3.190867563,2.642022831,3.097568226,1.910389795,3.071121603,1.808300357,4.780740096,4.421169642,6.358767427,2.623439679,2.088182653,2.89967699,3.349271727,4.403322801,1.339863478,2.147177191,2.177908258,4.000219946,1.240145077,4.256929228,2.0073751,7.51679427,5.478853269,4.673995859,5.150176237,1.792251034,5.393547115,2.953114513,3.908275672,3.385418416,4.356893551,1.820492206,4.029191587,2.947325952,2.757568234,4.594716835,7.611363641,5.340631741,1.526113862,5.194752329,4.202737034,2.512532255,4.546882247,2.849903782,0.942633409,4.215713988,3.202663788,1.590026051,3.059071279,3.014867553,3.865443578,1.135805761,4.118897907,3.163377928,4.765604587,4.95735546,4.523856476,4.681319814,2.47233671,3.430553942,6.298506816,4.264656443,3.837538349,1.592264542,1.133488211,5.98110252,6.715036103,4.968907849,1.988298881,0.562349039,1.397579217,2.976980844,3.777871587,3.777803862,2.296749433,1.903586045,3.173810775,3.464832469,8.668847254,2.946752128,3.054484864,1.729850373,1.405998228,6.569805084,3.376695252,3.348057379,2.525097287,3.091970107,2.28963326,1.244405402,4.326533995,4.630769052,5.180230247,5.520436161,1.043320036,1.858522353,4.400646488,2.643640431,5.539347601,4.165399425,2.007706095,31062400
430,58126421,21008500,2.207867165,5.423919174,1.870345404,2.962195649,1.846284481,2.93830284,3.133429877,6.431475193,3.346517425,2.909554913,4.640175093,0.785638216,2.286089679,4.046717719,3.16208754,1.326988894,1.298135149,0.246092606,5.196122045,4.561858953,6.193217776,2.239823825,1.838700609,0.472573414,1.757284466,1.687569024,3.611353093,2.426642242,2.308414999,3.80854989,2.841869289,3.031246326,5.272905021,4.836885704,4.754125315,2.653227353,4.027644969,2.649271833,3.116907627,1.317422029,2.531553516,4.056261135,1.719392284,3.380219291,5.558330387,4.353922228,1.290213301,1.912823471,4.097428294,4.101552626,5.384572047,2.844216643,0.736981687,5.085132181,4.420928358,4.114723541,3.747523614,4.929397735,3.154737499,0.495193883,3.425132025,2.405178459,4.347666372,1.63125627,1.070678762,2.041693807,2.369990094,1.624226125,3.193701359,2.049651523,2.042252914,1.113629847,2.647748668,2.013070816,7.006183904,3.244851122,0.969232711,1.607133357,3.227463138,10.40352818,3.30566273,0.277294415,1.922698839,1.031772861,4.225006502,3.350694734,3.396817619,2.283814811,3.312338289,1.948801853,2.735254123,6.66071617,2.432542124,5.931476844,6.866080759,2.774160642,1.595943519,2.25586717,1.181315457,4.15980631,4.546069013,0.608529879,2.841568119,1.70283683,0.740117485,1.098017745,3.864858478,3.753817166,1.867318871,4.922411656,3.526606145,1.939026999,2.865415158,4.300700416,0.273747915,3.111887278,0.890009845,3.697581699,1.266490412,5.715592593,2.311624167,3.059216716,5.743741452,7.216379039,6.205351305,3.066083627,4.855442609,2.796722186,8.874689503,5.177063117,0.838683597,1.17524852,5.450543566,3.596610329,3.401875111,1.153542387,0.106295669,0.792244441,3.526400572,4.270265049,2.583229673,1.903318669,2.284877761,3.687065006,4.896244126,6.168954985,2.96666778,5.655904945,2.101755664,0.746329867,5.515405188,3.657395278,4.602161063,4.903094271,0.904999825,2.006696161,2.087440003,1.747871081,6.282912431,4.514218465,2.235394786,2.157233463,2.26708671,4.710246513,4.411568734,7.329311426,3.820736337,2.705931573,21008500
431,120020805,80003900,1.586956461,5.297110153,1.901830073,2.05830269,1.928611812,3.030796951,3.384471704,5.242452028,3.841580719,2.225918005,4.110915994,1.003222573,1.607884605,3.564906975,4.364429087,3.818660016,1.837279502,0.428963286,4.415718838,4.203730998,5.811372757,4.106987503,1.768097072,0.610519806,1.842686417,5.533104546,4.478594564,2.742571336,2.787037359,3.653955367,2.386670787,2.008313417,6.235363429,4.469177516,3.266341988,4.124859783,3.063154279,2.612410199,3.377218188,1.613451704,3.224495074,3.794270835,2.029682083,4.247555085,5.22663892,3.37317922,2.398066476,2.437105899,4.179413166,5.739334385,3.630874134,2.351670166,1.789507922,4.28234471,5.387322678,4.319575166,4.933387567,4.717669595,3.391453154,0.798704932,3.579117064,4.201934221,4.809175662,3.215546979,1.665616098,1.953786753,3.41752997,3.442415242,3.069551769,2.479936897,2.350129379,2.12053711,2.268192516,4.658593394,6.878828696,4.863963901,2.00815307,2.361761003,3.049165919,6.449335449,3.533623318,0.982459857,2.352903519,1.230491548,4.41773608,2.660557715,4.084991482,2.45160388,5.975326682,2.637532086,3.718740207,6.2804006,2.114999938,4.147861949,3.565695709,3.232831847,2.443186103,2.148801034,1.430177079,3.408727979,3.915670035,0.854726273,2.946681801,3.205216876,2.23005589,2.349461065,4.414347181,4.597787596,2.2591553,4.626336134,3.368668493,1.868775561,3.40100202,4.467850298,0.992485648,3.617097769,2.076176549,3.359071435,1.568049395,5.615756998,2.615402887,4.192742357,5.397103759,6.113787084,5.531444235,2.939067184,4.593445679,3.551131518,5.969287998,4.14650164,1.023916352,1.102045061,5.147066656,4.280938643,3.455174536,1.769695217,0.245263023,1.57396853,4.003085127,5.334052716,2.319888439,1.748872548,2.815400304,3.508034841,3.969909475,7.899454495,2.61097733,4.26504504,1.800627054,0.944802715,6.179222062,4.056034691,4.235543062,3.119383344,1.799376342,2.283023483,1.812695838,2.734692888,6.020655668,4.936003559,3.037320182,1.850297496,2.403072587,3.295189025,2.968084142,5.972387386,3.945091936,2.624306782,80003900
432,83947098,17000300,4.701171576,4.319813172,5.338254938,2.481962826,1.196147389,1.991604503,5.316851237,7.163601197,4.121780681,2.394919377,5.360473048,0.719002991,2.822413138,4.038209153,5.225273366,4.753229225,2.082702866,3.025217082,7.287945172,10.35684096,5.997596007,5.301478774,2.482785412,0.675709301,1.353856575,5.777956673,3.142156253,6.253067956,3.02453606,2.065572525,4.322135346,3.882705929,6.119852024,2.393720564,3.304392371,2.928123355,3.61164625,5.371040026,3.481515326,6.160506819,2.201209318,2.749998357,3.124655897,6.559778326,4.803178913,3.287485571,1.488192039,1.269905261,2.998931653,4.452031846,3.627466445,3.295024919,0.976184103,3.937404385,3.91201042,4.550821879,3.338950075,1.317368215,1.039388876,1.054374329,5.955175077,3.151723037,5.075774782,2.361591107,0.5534966,2.760924793,3.665659325,3.966940216,3.811656636,1.2252877,2.051020365,0.557650519,2.914655454,3.933204976,2.277537009,7.33347753,1.390076254,3.28564369,4.016692914,4.274566987,2.801414597,1.979820209,2.942461664,0.556627916,4.941359118,2.790784448,5.520127469,3.593479117,6.383894434,1.176035426,6.065931175,4.162900574,4.947180823,5.108020988,9.904837543,1.805978804,1.31761371,3.943666376,1.508078115,3.52038067,3.052469515,0.386811326,3.378751776,2.831327067,1.351564186,8.236337082,3.19616828,5.071133487,4.302110635,4.304516961,2.943843566,1.002702074,2.332904584,3.957787956,1.231437027,3.944828952,2.741303582,2.465114311,2.182027969,6.435536062,2.293450433,7.413526315,4.513683216,4.01979164,10.45978283,1.458465195,5.256160937,5.3883237,5.858138024,0.605883249,0.485485413,0.403389286,10.28858349,1.565490522,1.032636185,1.868151334,0.491248649,1.16495893,5.201432359,5.921764991,0.680491329,3.385087004,1.583104443,2.593019792,2.276631538,9.517711022,1.387619955,4.269758023,2.294685315,0.742952256,5.498593854,5.23583415,3.963649004,4.953923941,2.98754309,2.413742091,5.406239622,3.896192079,7.449096885,4.568260646,5.360550076,3.070439886,5.307679443,3.621334978,2.681630289,7.935295152,2.094073793,6.133847751,17000300
433,45726120,73011800,3.724180964,6.579442779,3.465509731,2.058224258,2.523464817,2.838586204,5.195870314,5.902823821,4.082477047,2.682012405,4.880796164,1.252606763,2.498874953,3.860358765,3.383259662,3.247269111,1.315592029,1.274445098,6.950211337,6.211391267,4.178987653,5.199445663,2.479082208,1.281155886,1.925778941,4.00709711,4.027221748,3.751322655,2.786842511,4.20066511,2.813435993,5.682721211,4.0573827,5.093799631,2.608279951,3.433030624,3.502072669,2.347341978,2.222882743,1.170709104,2.339571678,3.95211868,1.578322724,2.848509513,5.990983364,5.216210488,2.545400383,1.463716883,5.500432048,4.966544824,3.679406226,5.109481426,1.724716175,3.217885794,5.907689746,4.327715195,3.825094547,2.641025588,2.109419635,1.19988133,3.344170223,3.99387414,6.111655018,1.497492637,0.812500901,1.454002367,3.53031489,3.615041988,2.255568035,2.012714031,2.289589196,1.2997005,2.335070767,5.02256019,10.61391289,7.37014242,2.857601507,3.533323441,3.595099428,5.907124214,4.774238709,0.296917416,3.443414158,1.321889187,7.044008735,4.303517766,4.137085215,1.604374115,6.438906022,3.000669956,3.620430459,6.601807108,1.764839163,3.222478914,6.216841059,5.034671499,1.458818997,3.218850901,1.289293971,5.3697133,4.421323727,0.642339041,1.870256111,2.059151432,1.279784204,5.483675746,3.667469312,5.16226976,3.604202316,5.499199919,1.994510471,3.170353371,3.025788405,3.49094879,0.809716384,4.631950388,3.025741175,5.576087545,1.728732775,7.204435083,2.500608777,5.306132958,3.311402296,9.218415884,4.50933177,3.548092562,5.065770916,4.285617596,7.465563896,5.925276338,0.656996497,1.012022757,8.575561847,4.712335764,2.491777082,1.575618807,0.125871583,0.849084362,5.101238089,6.209338741,1.586343442,0.852853116,2.811505642,4.475303512,5.330648511,6.708697762,1.588956768,5.540665006,1.646180551,0.61533313,5.936005773,5.784089348,5.511422267,3.131518384,1.122911222,1.877435243,2.035480434,4.003619831,8.058028606,4.390590399,4.300316826,2.320458976,4.817600715,2.520362831,1.955855363,6.381527192,3.613545774,4.127844875,73011800
434,120019768,73005500,3.814844407,7.125799928,3.87431676,2.280341139,2.37167977,2.806252838,5.304916546,5.758414844,4.129785005,2.748978459,4.848042043,1.348546561,2.463267204,3.60503149,3.333138046,3.072707387,1.458034627,1.325460654,6.683009183,6.233613809,4.164048694,5.260463722,2.443295609,1.31519854,1.810858961,3.926397735,4.036199859,3.744959765,2.910868532,4.020109809,2.743981508,5.457991761,3.878769803,5.372370493,2.547213888,3.242746321,3.412033552,2.371483221,2.198942817,1.316381673,2.159332186,3.767421225,1.547799599,2.920377974,6.253082202,5.342864488,2.42007165,1.402559044,5.266340262,4.833631354,3.556921855,4.906948155,1.662420689,2.980686462,5.823293972,4.327858601,3.845105486,2.937213556,2.151663949,1.218486873,3.335645835,3.919191205,5.68569277,1.489402461,0.870417971,1.457979437,3.614806692,3.570706606,2.240188802,1.995467895,2.251204069,1.303463804,2.307894429,5.123900662,9.691376761,7.088145586,3.425893368,3.552639644,3.646558792,5.498785294,4.570718856,0.351746698,3.490852757,1.275353732,7.056029176,4.217723768,4.04535277,1.637161308,6.206968522,3.076666024,3.603514678,6.361355818,1.836321408,3.252358681,6.18071181,5.010233713,1.514583119,3.238321115,1.386071051,5.187307919,4.406450304,0.70182399,1.810893043,2.185492147,1.331627609,5.472972266,3.678111465,5.04838101,3.669481277,5.28996515,1.892494513,3.295894945,3.074634315,3.293179953,0.921845028,4.420051087,2.933206489,5.556430046,1.598216742,7.01185515,2.454324108,5.37545461,3.28686531,8.755455661,4.891384039,3.351406535,5.199048658,4.182771762,7.027186053,5.789039574,0.666499637,1.05313569,8.809685523,4.462119908,2.689258784,1.571489318,0.168123696,0.818495776,5.007607837,6.230208297,1.634850315,0.873162264,2.635661456,4.400415558,5.451622483,6.774436358,1.598078565,5.364421823,1.977160634,0.625210389,5.912134804,5.435520597,5.781806894,3.149642497,1.394402501,2.136392151,2.125429306,3.911383901,7.776427013,5.194969592,4.18857127,2.362209842,4.770918906,2.691115904,1.997960661,6.226383994,3.451322112,4.335070477,73005500
435,120020821,18040700,1.851218612,5.831700427,2.953536412,2.37974625,2.096223089,3.42163871,4.233930206,4.245855325,4.214206144,2.377502319,4.33278466,1.170409955,1.584876338,3.329725449,4.344822366,3.705953152,1.694221718,0.729877946,4.856615848,4.197543522,5.676360825,4.943712303,2.05137119,0.832546802,1.76904921,6.079522903,4.55445588,2.938179554,3.020852249,3.734856354,2.308595559,2.229497164,5.748572895,5.822150891,2.89902807,4.154228803,2.947001256,2.698895001,3.417360677,1.631275117,3.166443014,3.733574394,1.838393576,3.785892139,5.442943096,3.47219412,2.389231907,2.089115725,3.948231448,5.472661066,3.464554378,2.759001728,1.897863168,3.401303652,5.726820203,4.72200004,5.561143085,4.710229588,3.016535214,1.092529619,3.118032261,4.076143762,4.506107671,3.442306277,1.563909393,1.7867594,3.641307517,3.749618615,2.75561284,2.443463434,2.085385796,2.056575292,2.257507692,4.723399735,6.596140003,5.469954511,3.012941994,2.776967413,3.335500223,5.497220428,3.758793953,1.037536778,2.601578634,1.28009186,4.623047972,2.750166242,3.957276542,2.137445603,6.636666332,2.799562468,3.992939292,5.75884928,1.870921956,3.431837579,3.835440288,4.248968233,2.551517691,2.469378178,1.589151342,3.687348635,3.82298771,1.029343402,2.404589881,2.439956137,2.363839075,2.862674168,4.652604069,4.762150826,2.684853663,4.651298673,2.912977447,2.086488169,3.701890949,3.982496439,1.130962946,3.320106094,2.613398405,3.735924046,1.259363617,5.758995465,2.67660315,4.767719541,5.234895195,6.469571059,5.459843629,2.940912417,4.918094199,4.008854703,5.407905858,4.50189491,1.111893048,1.111037213,6.705822924,4.896452182,3.865951664,1.607226009,0.345496557,1.276915063,4.056776612,5.4791427,2.337472194,1.47430937,2.718965983,3.820182354,4.568750804,8.069771699,2.539387587,4.348360286,2.164467801,0.998018306,6.176323523,4.334760407,5.348014648,3.037554431,2.302464168,2.692132871,1.788358666,2.962326707,6.507874714,5.707033307,3.761277039,1.78596694,2.948263737,3.498396659,3.249027518,5.930941854,3.825139611,3.374288075,18040700
436,59810989,18033500,1.994297536,6.047095479,3.17393731,2.481283959,2.149650831,3.364833362,4.345703319,4.344958247,4.246391283,2.424738661,4.296048324,1.190232365,1.639011436,3.316708362,4.260934942,3.6194039,1.659968187,0.812969069,4.936110977,4.284581291,5.537206994,4.951028054,2.07994465,0.903861651,1.726649384,5.888093267,4.634129786,2.999785978,3.041784191,3.730005664,2.337353764,2.348494944,5.602424468,6.120235096,2.806770388,4.032801369,3.003416145,2.645308009,3.377859139,1.617210519,2.998104065,3.699122638,1.738525978,3.618976436,5.478662705,3.587738485,2.318699101,1.983342424,3.933789531,5.358795159,3.402611082,2.871751743,1.896451348,3.189834171,5.749922156,4.750714309,5.510632747,4.589425233,2.930421751,1.108062546,3.093317434,4.044698385,4.588176744,3.209702334,1.482944523,1.732502474,3.652442726,3.823900674,2.753358608,2.440250434,2.070813446,1.957729211,2.276929932,4.935968184,6.756545275,5.503909867,3.252629817,2.883295657,3.392914305,5.436834311,3.740272835,0.971950461,2.70432461,1.284170307,4.790895724,2.914443944,3.843676392,2.125958926,6.558791317,2.914475754,4.00161495,5.625580246,1.865457469,3.504908141,4.077518429,4.512183608,2.453314415,2.5432295,1.62382861,4.128752511,3.799930198,0.976882026,2.305689485,2.410594853,2.251952526,3.055719473,4.658941252,4.796250827,2.824448507,4.7288139,2.819605231,2.202077493,3.733839859,3.846696281,1.123512705,3.3394764,2.683385542,3.919376046,1.216251599,5.846920586,2.693380942,4.906996478,5.161857605,6.617833018,5.478568213,2.985482412,5.091288206,4.054447603,5.553582243,4.563773782,1.069686872,1.097465314,7.149646715,4.755145311,3.921823975,1.569535119,0.350442669,1.20751613,4.125516541,5.656259366,2.340730642,1.355649148,2.752260346,3.948035908,4.739494562,7.929312178,2.498762046,4.414491354,2.333478955,0.982587711,6.093743621,4.37621913,5.510355135,3.161356119,2.301098524,2.76912185,1.853879217,3.008923684,6.705875145,5.88262902,3.840949409,1.853236223,3.129312665,3.541456796,3.288967766,5.995885818,3.751238373,3.571903806,18033500
437,45362451,86021700,3.971612505,8.220852306,5.475481323,2.801076378,1.980124429,2.425026599,6.229975508,4.570327259,4.882719612,2.636635663,4.879316913,1.173237877,2.080818004,3.624178336,3.789135432,3.183196885,2.58624424,1.569323014,5.953685525,6.459198899,4.53163014,5.827272662,2.388959416,1.171494154,1.600293413,3.705959922,4.540037675,4.353026413,3.335156675,3.684351341,2.626208031,3.876030534,4.052395263,6.174577271,2.371406748,3.502487208,3.294132734,2.721088425,2.271925528,2.010061095,1.6441209,3.323039522,1.624264805,3.131906879,6.973902995,5.129042174,2.14157006,1.541882117,4.123713152,5.212543071,3.262782454,3.995814339,1.652400206,2.562003552,5.688218915,4.502440935,4.360825114,3.911863932,2.236443665,1.151246564,3.51519576,3.786888696,4.849008141,1.781548361,1.118596421,1.404856104,3.85647155,3.817233649,2.184903334,2.198642797,2.246390847,1.306888048,2.334088379,6.067160928,6.53922023,6.166278247,4.440870271,3.719117074,4.182309757,4.578253476,3.453530125,0.652336074,3.217952175,1.06419179,6.733382644,4.10462783,3.90613628,1.944744725,5.666839315,3.000583929,3.642671562,5.385614559,2.161753679,3.673599595,6.150945322,4.448899648,1.738324337,3.301923447,1.853168684,4.867591266,4.186488901,0.718854332,1.920014154,2.393314211,1.507153778,5.456718893,4.300411563,4.964141412,3.646791244,4.126560751,2.113360711,3.064822433,3.158233265,2.844753554,1.188123347,3.531924235,2.365880764,5.201524933,1.018091802,6.49965915,2.444510741,5.651301039,3.664662048,6.848742083,5.964053953,2.393579607,5.538223341,3.890009854,5.566285892,4.046659472,0.66374735,0.94436575,9.78232297,3.991187817,3.416809009,1.684115187,0.371808609,0.846990291,4.726497035,7.032175371,2.474380882,1.117561518,2.096238864,4.120109647,5.281116549,8.412604286,2.013022581,3.716427593,2.348328085,0.770805863,5.291783074,4.32567219,6.667844275,3.400420722,2.947844933,2.953377284,2.731809106,3.821900395,6.827013625,7.506025817,4.390614777,2.616335326,4.578477058,3.302215513,2.558554134,6.600884593,2.519049438,4.782963152,86021700
438,45338767,43001200,4.412670014,7.879170469,6.129953218,2.79964825,1.865107071,2.045850522,7.054568373,3.819312251,5.523283707,2.688100349,5.262093056,0.858719016,1.996618865,4.031335709,4.229474663,4.005328209,4.140452927,2.07329666,6.067670264,7.650762917,5.135252535,6.518317598,2.639400204,0.899066645,1.736625689,3.899745487,4.770574316,5.539016995,3.616104737,3.59163552,2.871045606,3.695553057,4.429282866,5.471717939,2.47246878,3.660018795,3.388171121,3.258104556,1.965229111,2.502809429,1.474415888,3.221217084,2.012046324,3.751618667,7.551282905,5.082320707,2.298491179,1.608773311,4.013164746,5.772206374,3.146953195,3.931829454,1.747329117,2.634436699,5.894062934,4.691812724,4.727091738,3.728278006,2.047865361,1.097658017,4.122395256,4.154623015,4.875660357,2.275865722,1.171000415,1.28843995,3.856401019,3.936387403,1.994265339,2.512305715,2.46354815,1.280251452,2.370575284,7.012611646,5.481815981,6.297830937,4.04666068,3.865325303,4.521184583,4.165889545,3.120237946,0.719529616,2.788044223,0.890757134,7.077959839,4.512401118,4.458640302,2.266274882,5.656313659,2.725875888,4.013293032,5.420978447,2.44932774,3.736738472,6.646103591,3.86641666,1.974093069,3.698580475,1.906917621,5.081894502,3.70106819,0.501960461,2.0834688,2.360714111,1.402880087,5.961388591,4.354524522,5.089865278,3.657311018,3.719699147,2.283564127,2.882884889,2.769050804,2.609963148,1.190185826,3.405155767,2.009668685,5.173910367,1.074996921,6.593786999,2.471768599,6.093726508,3.642468847,6.137172327,6.071137112,1.914114617,5.392078651,4.19802405,4.718970635,2.956923609,0.556220423,0.738977131,10.22745068,4.409396722,3.264969044,1.942561072,0.470372686,0.857531373,4.606687701,7.669971373,2.871028457,1.436527138,1.722646313,3.852265025,4.611983336,9.887210203,2.152028322,2.60531453,1.95354028,0.7785086,4.884570441,3.879307585,6.778441376,3.370134053,3.60484504,2.860279581,3.108505583,4.125609409,6.448190748,8.013800528,5.069921736,2.694362718,4.563289301,3.239913143,2.510970577,7.175920337,2.066765533,4.725288786,43001200
439,91574407,7005300,5.047178463,6.793521562,6.994460729,4.224841048,1.45777681,1.541552853,7.218117527,3.608193968,7.081477723,4.386972222,4.585868835,1.381585373,2.199302294,3.621835215,4.667130569,4.64175754,4.028509525,3.426079416,6.020976461,8.257802926,6.484469458,7.902686482,3.139411372,0.691760474,1.837900912,4.003339766,4.816989866,5.592090295,4.29972477,3.605940062,3.573292989,3.063353977,4.996950586,4.050432429,3.028645708,4.320990606,3.383210857,4.842671251,1.551426327,5.159804909,1.717442296,2.888761797,3.594936364,3.537814087,7.435327244,5.033609504,2.223798167,1.917897762,4.003743185,6.090831335,3.337921596,4.205358982,1.844086419,4.38569625,5.869670468,4.573178068,6.290747639,3.203986575,1.922359983,1.809537256,6.107973715,7.221937979,5.365868917,3.349524286,1.141875922,1.369458934,5.592359341,5.813573764,2.333745395,3.705763081,2.832175435,1.220321923,2.017187447,7.191725577,4.026884127,6.234699304,2.989785842,4.155624657,4.450354132,3.97950814,2.971061967,1.657260279,1.788168926,0.627606819,6.884482222,4.856682565,6.802750422,4.29683331,6.685239601,2.087233532,5.365364302,5.026767324,3.139744236,4.588237051,7.971241316,1.874081569,2.595873383,4.232476132,2.601632674,6.053206268,3.902542683,0.468991493,3.25423844,3.004175171,2.97939768,8.906140327,4.67564227,4.906644693,4.021393666,4.461865231,3.640876163,2.294718634,1.492209289,2.081574374,1.825375151,3.786229513,1.946215568,4.039565083,1.387977071,6.686374719,2.910166201,7.841595389,5.888151466,3.044755085,10.96641054,1.039201596,4.42347579,4.978349238,6.250439009,1.45690906,0.922634605,0.610924127,7.294271047,4.319848039,2.288415786,1.829388618,0.812707838,1.339820092,6.19970461,7.739489387,4.452630516,2.152971596,1.529263151,3.315338916,2.908558987,10.87847005,1.554419529,3.584095205,2.287076486,1.312009288,4.947316467,5.816605685,6.24399764,4.329212585,4.42675037,1.615731,3.719338547,4.423634214,7.695472959,8.445002277,9.799680306,4.025966366,4.80487913,3.875203679,4.624536026,4.528340637,1.85905388,4.691019454,7005300
440,120019681,86002300,4.581062787,8.170478654,6.16254494,2.535481164,1.821872177,2.174859893,7.696238727,3.666554968,6.082171221,2.337881227,5.321561813,0.544731096,1.85588742,3.490025362,4.460750075,3.435899719,3.361157678,1.889441015,5.280645356,6.558958418,4.914288925,6.402622136,2.433412921,1.18536339,1.566201018,3.544317804,5.089983007,4.140356694,3.736713836,4.078619582,2.796720409,3.588501017,4.517994359,6.397258536,2.322912895,3.725602937,3.20129897,3.235216193,2.160074335,2.071794901,1.533198022,3.273562035,1.721898872,3.443202894,8.053491934,5.166258189,2.278153766,1.747473088,4.008015218,5.340475559,2.8853571,4.530078359,1.636625554,2.441138623,6.021398388,4.665675859,5.030452325,3.840615956,2.289097271,1.148900982,3.654228122,4.25869956,5.172165892,2.260128759,1.699739645,1.336675486,4.242054414,4.413712602,2.308939542,2.748637864,2.579465542,1.364628363,2.525938393,6.949165247,6.097840163,6.164578045,4.632736819,4.07627294,4.872028852,4.559055214,3.07365283,0.809687794,2.864352472,1.030754235,6.779390826,3.964890793,3.988693135,1.989102381,5.230846781,3.219236292,3.548168557,5.173068482,2.2644526,3.801063853,6.056362754,4.681097859,2.179541511,3.44966654,1.92873148,5.695543804,3.768694289,0.695474259,1.904867372,2.245197543,1.415696648,6.240183976,4.694916234,5.55773962,3.559692687,3.359859219,2.297707758,2.61636769,3.000760306,2.474394577,1.07126478,3.446320889,1.835727607,5.484451144,0.753184904,6.638555784,2.384420369,5.986176947,3.484249971,6.203724597,5.774119645,1.718376166,5.786583907,4.130886248,4.558637723,3.186099902,0.718189905,0.747077256,10.72804864,4.357042539,3.548850808,1.995232252,0.483222242,0.81937324,4.271956889,8.186864985,3.167725676,1.492957581,1.766667539,3.626637521,5.02330512,9.387854256,2.20993251,2.410184067,1.756684638,0.745970671,4.868526769,3.720100262,6.953979757,3.717004987,3.820911545,3.332884841,3.11905557,3.835678492,6.488761954,7.526744797,4.926910964,2.705430102,4.567233486,3.467768187,2.353045236,7.161257584,2.040444398,5.056855063,86002300
